seqnames	start	end	width	strand	score	signalValue	pValue	qValue	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
4297	chr20	9069004	9069184	181	*	60	5.64365	9.84995	6.06684	Verma_TET1_macs2_peak_8447	5332	9068763	9481242	412480	+	0	inside	240	PLCB4
4298	chr20	10434195	10434743	549	*	36	4.31721	6.93376	3.61094	Verma_TET1_macs2_peak_8449	128710	10435305	10636829	201525	+	561	upstream	561	SLX4IP
4299	chr20	10434195	10434743	549	*	36	4.31721	6.93376	3.61094	Verma_TET1_macs2_peak_8449	8195	10401009	10434222	33214	-	0	overlapStart	0	MKKS
4300	chr20	10435002	10435287	286	*	174	10.7452	22.1187	17.4992	Verma_TET1_macs2_peak_8450	128710	10435305	10636829	201525	+	17	upstream	17	SLX4IP
4301	chr20	10435002	10435287	286	*	174	10.7452	22.1187	17.4992	Verma_TET1_macs2_peak_8450	8195	10401009	10434222	33214	-	779	upstream	779	MKKS
4302	chr20	10673909	10674252	344	*	64	5.51219	10.3426	6.49638	Verma_TET1_macs2_peak_8451	182	10637684	10673999	36316	-	0	overlapStart	0	JAG1
4303	chr20	10674680	10674977	298	*	33	4.27781	6.58997	3.33465	Verma_TET1_macs2_peak_8452	182	10637684	10673999	36316	-	680	upstream	680	JAG1
4304	chr20	13220463	13220794	332	*	27	3.2544	5.84634	2.75123	Verma_TET1_macs2_peak_8463	140862	13221274	13300651	79378	+	479	upstream	479	ISM1
4305	chr20	13784812	13785417	606	*	23	3.22281	5.35798	2.39159	Verma_TET1_macs2_peak_8464	51575	13714322	13784886	70565	-	0	overlapStart	0	ESF1
4306	chr20	13784812	13785417	606	*	23	3.22281	5.35798	2.39159	Verma_TET1_macs2_peak_8464	79133	13785007	13821580	36574	+	0	overlapStart	0	NDUFAF5
4307	chr20	16573244	16573424	181	*	17	3.36856	4.58908	1.79284	Verma_TET1_macs2_peak_8465	55614	16272104	16573434	301331	-	0	inside	9	KIF16B
4308	chr20	16729879	16730410	532	*	80	6.72148	12.0409	8.01695	Verma_TET1_macs2_peak_8466	6629	16729961	16742564	12604	+	0	overlapStart	0	SNRPB2
4309	chr20	17569068	17569388	321	*	50	5.32086	8.62428	5.00926	Verma_TET1_macs2_peak_8467	11034	17570075	17609919	39845	+	686	upstream	686	DSTN
4310	chr20	17569068	17569388	321	*	50	5.32086	8.62428	5.00926	Verma_TET1_macs2_peak_8467	631	17493905	17569220	75316	-	0	overlapStart	0	BFSP1
4311	chr20	17968619	17969222	604	*	265	8.67839	31.5224	26.5782	Verma_TET1_macs2_peak_8468	27131	17941597	17968980	27384	-	0	overlapStart	0	SNX5
4312	chr20	17968619	17969222	604	*	265	8.67839	31.5224	26.5782	Verma_TET1_macs2_peak_8468	92667	17969018	17991122	22105	+	0	overlapStart	0	MGME1
4313	chr20	18137688	18137912	225	*	41	3.60812	7.59552	4.16077	Verma_TET1_macs2_peak_8470	100303755	18137863	18143169	5307	+	0	overlapStart	0	PET117
4314	chr20	18288219	18288678	460	*	57	5.44775	9.51565	5.77406	Verma_TET1_macs2_peak_8471	7692	18288283	18316996	28714	+	0	overlapStart	0	ZNF133
4315	chr20	18467079	18467576	498	*	51	4.66985	8.77641	5.14933	Verma_TET1_macs2_peak_8472	10621	18467389	18484646	17258	+	0	overlapStart	0	POLR3F
4316	chr20	18467079	18467576	498	*	51	4.66985	8.77641	5.14933	Verma_TET1_macs2_peak_8472	55184	18383367	18467281	83915	-	0	overlapStart	0	DZANK1
4317	chr20	18497038	18497313	276	*	66	5.2194	10.5121	6.6415	Verma_TET1_macs2_peak_8473	10741	18486540	18497225	10686	-	0	overlapStart	0	RBBP9
4318	chr20	18507533	18508024	492	*	61	4.77464	9.9556	6.15995	Verma_TET1_macs2_peak_8475	10483	18507520	18561415	53896	+	0	inside	12	SEC23B
4319	chr20	20017254	20017556	303	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_8479	51126	20017310	20033655	16346	+	0	overlapStart	0	NAA20
4320	chr20	20712727	20713004	278	*	115	7.17536	15.886	11.5798	Verma_TET1_macs2_peak_8482	57186	20389530	20712644	323115	-	82	upstream	82	RALGAPA2
4321	chr20	21125807	21126301	495	*	47	3.77213	8.25484	4.72017	Verma_TET1_macs2_peak_8485	55857	21125983	21246622	120640	+	0	overlapStart	0	KIZ
4322	chr20	21303058	21303300	243	*	67	4.92589	10.6089	6.72549	Verma_TET1_macs2_peak_8486	22803	21303331	21389825	86495	+	30	upstream	30	XRN2
4323	chr20	22579159	22579403	245	*	56	5.55737	9.35266	5.64609	Verma_TET1_macs2_peak_8495	140828	22560553	22578642	18090	-	516	upstream	516	LINC00261
4324	chr20	23050375	23050587	213	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_8497	7056	23045633	23049741	4109	-	633	upstream	633	THBD
4325	chr20	23358109	23358295	187	*	29	3.04284	6.14272	2.99186	Verma_TET1_macs2_peak_8499	100505683	23356594	23358116	1523	-	0	overlapStart	0	LINC01431
4326	chr20	23361561	23362064	504	*	87	5.81327	12.8119	8.71813	Verma_TET1_macs2_peak_8500	64412	23362182	23373062	10881	+	117	upstream	117	GZF1
4327	chr20	24992741	24992944	204	*	43	3.82816	7.87023	4.38486	Verma_TET1_macs2_peak_8505	57136	24962925	24992751	29827	-	0	overlapStart	0	APMAP
4328	chr20	25195665	25195914	250	*	18	2.7881	4.59863	1.80084	Verma_TET1_macs2_peak_8507	955	25195693	25228075	32383	+	0	overlapStart	0	ENTPD6
4329	chr20	25407694	25407986	293	*	61	4.3392	9.92582	6.13793	Verma_TET1_macs2_peak_8508	9837	25407673	25452628	44956	+	0	inside	20	GINS1
4330	chr20	25585900	25586155	256	*	42	5.11574	7.67033	4.22433	Verma_TET1_macs2_peak_8509	22981	25452697	25585531	132835	-	368	upstream	368	NINL
4331	chr20	25623147	25623392	246	*	102	7.15017	14.48	10.255	Verma_TET1_macs2_peak_8510	102724826	25624045	25689032	64988	+	652	upstream	652	ZNF337-AS1
4332	chr20	25623869	25624396	528	*	171	7.25133	21.7081	17.1049	Verma_TET1_macs2_peak_8511	102724826	25624045	25689032	64988	+	0	overlapStart	0	ZNF337-AS1
4333	chr20	25623869	25624396	528	*	171	7.25133	21.7081	17.1049	Verma_TET1_macs2_peak_8511	140838	25612935	25624014	11080	-	0	overlapStart	0	NANP
4334	chr20	31723691	31724017	327	*	63	5.20459	10.1314	6.32089	Verma_TET1_macs2_peak_8531	598	31664452	31723989	59538	-	0	overlapStart	0	BCL2L1
4335	chr20	31870550	31870799	250	*	50	4.93396	8.62101	5.00877	Verma_TET1_macs2_peak_8533	128853	31847637	31870747	23111	-	0	overlapStart	0	DUSP15
4336	chr20	31870550	31870799	250	*	50	4.93396	8.62101	5.00877	Verma_TET1_macs2_peak_8533	164395	31870702	31944963	74262	+	0	overlapStart	0	TTLL9
4337	chr20	31951903	31952192	290	*	170	8.08803	21.5988	17.0019	Verma_TET1_macs2_peak_8535	81572	31944337	31952046	7710	-	0	overlapStart	0	PDRG1
4338	chr20	31967927	31968129	203	*	39	4.75651	7.38542	3.99668	Verma_TET1_macs2_peak_8536	343702	31968151	32003387	35237	+	21	upstream	21	XKR7
4339	chr20	32109421	32109836	416	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_8540	9777	32109714	32167258	57545	+	0	overlapStart	0	TM9SF4
4340	chr20	32207335	32207524	190	*	49	4.89973	8.56036	4.95646	Verma_TET1_macs2_peak_8541	23509	32207880	32238658	30779	+	355	upstream	355	POFUT1
4341	chr20	32207335	32207524	190	*	49	4.89973	8.56036	4.95646	Verma_TET1_macs2_peak_8541	5326	32192504	32207743	15240	-	0	inside	218	PLAGL2
4342	chr20	32277493	32277723	231	*	154	9.14713	19.9429	15.4364	Verma_TET1_macs2_peak_8542	9371	32277651	32335011	57361	+	0	overlapStart	0	KIF3B
4343	chr20	32357752	32358509	758	*	1289	21.9768	135.712	128.923	Verma_TET1_macs2_peak_8543	171023	32358330	32439319	80990	+	0	overlapStart	0	ASXL1
4344	chr20	32585626	32585819	194	*	48	5.16089	8.36044	4.80722	Verma_TET1_macs2_peak_8545	140688	32443059	32585074	142016	-	551	upstream	551	NOL4L
4345	chr20	32761883	32762273	391	*	58	5.70092	9.59111	5.83947	Verma_TET1_macs2_peak_8546	1789	32762385	32809356	46972	+	111	upstream	111	DNMT3B
4346	chr20	33401350	33401712	363	*	15	2.95573	4.2458	1.58849	Verma_TET1_macs2_peak_8548	51654	33358839	33401561	42723	-	0	overlapStart	0	CDK5RAP1
4347	chr20	33811107	33811311	205	*	73	6.29836	11.3324	7.37472	Verma_TET1_macs2_peak_8550	101929746	33787373	33811109	23737	-	0	overlapStart	0	ZNF341-AS1
4348	chr20	33811107	33811311	205	*	73	6.29836	11.3324	7.37472	Verma_TET1_macs2_peak_8550	128866	33811348	33854366	43019	+	36	upstream	36	CHMP4B
4349	chr20	33993225	33993416	192	*	89	7.11686	13.1138	8.99616	Verma_TET1_macs2_peak_8551	22913	33993646	34108308	114663	+	229	upstream	229	RALY
4350	chr20	33993561	33993761	201	*	37	4.58546	7.10344	3.76042	Verma_TET1_macs2_peak_8552	22913	33993646	34108308	114663	+	0	overlapStart	0	RALY
4351	chr20	33994006	33994238	233	*	84	7.00379	12.5087	8.43341	Verma_TET1_macs2_peak_8553	101926888	33983052	33994357	11306	-	0	inside	118	RALY-AS1
4352	chr20	33994006	33994238	233	*	84	7.00379	12.5087	8.43341	Verma_TET1_macs2_peak_8553	22913	33993646	34108308	114663	+	0	inside	359	RALY
4353	chr20	33994340	33994729	390	*	124	8.79377	16.8068	12.4507	Verma_TET1_macs2_peak_8554	101926888	33983052	33994357	11306	-	0	overlapStart	0	RALY-AS1
4354	chr20	34112213	34112417	205	*	99	6.26327	14.1209	9.9253	Verma_TET1_macs2_peak_8555	8894	34088309	34112243	23935	-	0	overlapStart	0	EIF2S2
4355	chr20	34363139	34363666	528	*	73	6.29836	11.3324	7.37472	Verma_TET1_macs2_peak_8559	83737	34363241	34540748	177508	+	0	overlapStart	0	ITCH
4356	chr20	34515726	34516010	285	*	47	4.93593	8.30226	4.7583	Verma_TET1_macs2_peak_8560	83658	34516409	34540958	24550	+	398	upstream	398	DYNLRB1
4357	chr20	34516113	34516306	194	*	44	4.93819	7.99014	4.49406	Verma_TET1_macs2_peak_8561	83658	34516409	34540958	24550	+	102	upstream	102	DYNLRB1
4358	chr20	34955434	34955898	465	*	81	4.50199	12.2034	8.17261	Verma_TET1_macs2_peak_8565	2937	34928432	34956027	27596	-	0	inside	128	GSS
4359	chr20	35092700	35092911	212	*	48	4.65674	8.43678	4.85271	Verma_TET1_macs2_peak_8566	26133	35002404	35092807	90404	-	0	overlapStart	0	TRPC4AP
4360	chr20	35147191	35147420	230	*	45	4.02852	8.05409	4.53572	Verma_TET1_macs2_peak_8567	55741	35115364	35147336	31973	-	0	overlapStart	0	EDEM2
4361	chr20	35226202	35226481	280	*	40	5.12819	7.40835	4.0004	Verma_TET1_macs2_peak_8568	10893	35226690	35276998	50309	+	208	upstream	208	MMP24
4362	chr20	35411906	35412113	208	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_8569	55245	35302566	35412031	109466	-	0	overlapStart	0	UQCC1
4363	chr20	35455173	35455513	341	*	45	4.02852	8.05409	4.53572	Verma_TET1_macs2_peak_8570	11190	35455164	35519280	64117	+	0	inside	8	CEP250
4364	chr20	35455173	35455513	341	*	45	4.02852	8.05409	4.53572	Verma_TET1_macs2_peak_8570	8200	35433347	35454746	21400	-	426	upstream	426	GDF5
4365	chr20	35541899	35542233	335	*	52	5.0941	8.90292	5.25375	Verma_TET1_macs2_peak_8571	51614	35542021	35557634	15614	+	0	overlapStart	0	ERGIC3
4366	chr20	35699210	35699658	449	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_8572	140823	35699272	35700984	1713	+	0	overlapStart	0	ROMO1
4367	chr20	35699210	35699658	449	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_8572	9054	35668052	35699355	31304	-	0	overlapStart	0	NFS1
4368	chr20	35741718	35742791	1074	*	1799	34.5593	187.833	179.957	Verma_TET1_macs2_peak_8573	9584	35701347	35742312	40966	-	0	overlapStart	0	RBM39
4369	chr20	36050829	36051123	295	*	68	5.73086	10.7338	6.83969	Verma_TET1_macs2_peak_8574	647979	36045618	36051018	5401	-	0	overlapStart	0	NORAD
4370	chr20	36573819	36574078	260	*	119	7.93113	16.3101	11.9757	Verma_TET1_macs2_peak_8577	100527943	36574553	36612384	37832	+	474	upstream	474	TGIF2-RAB5IF
4371	chr20	36573819	36574078	260	*	119	7.93113	16.3101	11.9757	Verma_TET1_macs2_peak_8577	101926987	36507702	36573391	65690	-	427	upstream	427	DLGAP4-AS1
4372	chr20	36573819	36574078	260	*	119	7.93113	16.3101	11.9757	Verma_TET1_macs2_peak_8577	60436	36573488	36593950	20463	+	0	inside	330	TGIF2
4373	chr20	36746235	36746452	218	*	55	5.48828	9.2374	5.54438	Verma_TET1_macs2_peak_8578	57446	36651766	36746090	94325	-	144	upstream	144	NDRG3
4374	chr20	36864136	36864591	456	*	80	6.25218	12.0455	8.01876	Verma_TET1_macs2_peak_8579	140710	36777447	36863538	86092	-	597	upstream	597	SOGA1
4375	chr20	36951597	36952017	421	*	117	6.36619	16.031	11.7146	Verma_TET1_macs2_peak_8581	25939	36889773	36951901	62129	-	0	overlapStart	0	SAMHD1
4376	chr20	37095912	37096369	458	*	112	7.49065	15.5371	11.2463	Verma_TET1_macs2_peak_8583	5933	36996349	37095997	99649	-	0	overlapStart	0	RBL1
4377	chr20	37178848	37179443	596	*	68	5.17444	10.7767	6.87546	Verma_TET1_macs2_peak_8584	140699	37101226	37179588	78363	-	0	inside	144	MROH8
4378	chr20	37289608	37289959	352	*	26	3.65358	5.75178	2.66695	Verma_TET1_macs2_peak_8586	63905	37289638	37317260	27623	+	0	overlapStart	0	MANBAL
4379	chr20	37527771	37528493	723	*	61	4.3392	9.92582	6.13793	Verma_TET1_macs2_peak_8588	10904	37502414	37527931	25518	-	0	overlapStart	0	BLCAP
4380	chr20	38435009	38435427	419	*	61	4.3392	9.92582	6.13793	Verma_TET1_macs2_peak_8590	388796	38419638	38435409	15772	-	0	overlapStart	0	SNHG17
4381	chr20	38472545	38472867	323	*	45	4.02852	8.05409	4.53572	Verma_TET1_macs2_peak_8591	57148	38472816	38578859	106044	+	0	overlapStart	0	RALGAPB
4382	chr20	38805804	38805989	186	*	55	5.08254	9.21754	5.53003	Verma_TET1_macs2_peak_8597	26051	38805697	38923024	117328	+	0	inside	106	PPP1R16B
4383	chr20	38961933	38962492	560	*	52	5.29092	8.90626	5.25375	Verma_TET1_macs2_peak_8601	60625	38962299	39039723	77425	+	0	overlapStart	0	DHX35
4384	chr20	40689474	40689698	225	*	45	4.64208	8.09902	4.57586	Verma_TET1_macs2_peak_8605	9935	40685848	40689236	3389	-	237	upstream	237	MAFB
4385	chr20	41028472	41028806	335	*	44	4.41041	7.97251	4.48123	Verma_TET1_macs2_peak_8608	7150	41028822	41124487	95666	+	15	upstream	15	TOP1
4386	chr20	41136681	41136946	266	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_8610	5335	41136960	41182989	46030	+	13	upstream	13	PLCG1
4387	chr20	41137722	41138210	489	*	24	3.41046	5.52159	2.49402	Verma_TET1_macs2_peak_8611	101927117	41098019	41138003	39985	-	0	overlapStart	0	PLCG1-AS1
4388	chr20	41340695	41341019	325	*	44	4.93819	7.99014	4.49406	Verma_TET1_macs2_peak_8612	64900	41340920	41360582	19663	+	0	overlapStart	0	LPIN3
4389	chr20	41618313	41618493	181	*	29	4.41668	6.03838	2.91276	Verma_TET1_macs2_peak_8613	84181	41402083	41618384	216302	-	0	overlapStart	0	CHD6
4390	chr20	43190258	43190518	261	*	48	5.18688	8.40342	4.83377	Verma_TET1_macs2_peak_8617	11122	42072752	43189970	1117219	-	287	upstream	287	PTPRT
4391	chr20	43457103	43457299	197	*	17	3.36856	4.58908	1.79284	Verma_TET1_macs2_peak_8619	26013	43458054	43550950	92897	+	754	upstream	754	L3MBTL1
4392	chr20	43457103	43457299	197	*	17	3.36856	4.58908	1.79284	Verma_TET1_macs2_peak_8619	6431	43457893	43466046	8154	+	593	upstream	593	SRSF6
4393	chr20	43457912	43458161	250	*	83	5.45674	12.4554	8.3831	Verma_TET1_macs2_peak_8620	26013	43458054	43550950	92897	+	0	overlapStart	0	L3MBTL1
4394	chr20	43457912	43458161	250	*	83	5.45674	12.4554	8.3831	Verma_TET1_macs2_peak_8620	6431	43457893	43466046	8154	+	0	inside	18	SRSF6
4395	chr20	43590579	43590777	199	*	47	5.12239	8.29668	4.75634	Verma_TET1_macs2_peak_8621	51098	43590937	43647299	56363	+	159	upstream	159	IFT52
4396	chr20	43590865	43591175	311	*	30	3.63782	6.20097	3.03359	Verma_TET1_macs2_peak_8622	51098	43590937	43647299	56363	+	0	overlapStart	0	IFT52
4397	chr20	43914338	43914518	181	*	24	4.00221	5.39094	2.41838	Verma_TET1_macs2_peak_8626	84969	43914852	44069616	154765	+	333	upstream	333	TOX2
4398	chr20	44210572	44211045	474	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_8627	100505783	44210907	44226027	15121	+	0	overlapStart	0	OSER1-DT
4399	chr20	44210572	44211045	474	*	18	2.8928	4.65764	1.84443	Verma_TET1_macs2_peak_8627	51526	44195939	44210771	14833	-	0	overlapStart	0	OSER1
4400	chr20	44247360	44247552	193	*	42	5.1606	7.74179	4.26991	Verma_TET1_macs2_peak_8629	78997	44247099	44280917	33819	+	0	inside	260	GDAP1L1
4401	chr20	44311073	44311363	291	*	63	5.59406	10.1249	6.31616	Verma_TET1_macs2_peak_8630	128486	44302840	44311202	8363	-	0	overlapStart	0	FITM2
4402	chr20	44966536	44966738	203	*	15	2.95573	4.2458	1.58849	Verma_TET1_macs2_peak_8632	100505826	44963794	44966402	2609	-	133	upstream	133	STK4-AS1
4403	chr20	44966536	44966738	203	*	15	2.95573	4.2458	1.58849	Verma_TET1_macs2_peak_8632	6789	44966479	45080021	113543	+	0	inside	56	STK4
4404	chr20	45363214	45363443	230	*	84	5.49923	12.5461	8.46777	Verma_TET1_macs2_peak_8634	767557	45363200	45410610	47411	+	0	inside	13	SYS1-DBNDD2
4405	chr20	45812468	45812856	389	*	54	4.54728	9.16094	5.48356	Verma_TET1_macs2_peak_8639	11065	45812576	45816957	4382	+	0	overlapStart	0	UBE2C
4406	chr20	45833835	45834209	375	*	65	4.81596	10.374	6.52652	Verma_TET1_macs2_peak_8641	7125	45823214	45833745	10532	-	89	upstream	89	TNNC2
4407	chr20	45833835	45834209	375	*	65	4.81596	10.374	6.52652	Verma_TET1_macs2_peak_8641	90203	45833799	45843276	9478	+	0	inside	35	SNX21
4408	chr20	45857233	45857903	671	*	57	5.44775	9.51565	5.77406	Verma_TET1_macs2_peak_8642	10005	45841721	45857405	15685	-	0	overlapStart	0	ACOT8
4409	chr20	45857233	45857903	671	*	57	5.44775	9.51565	5.77406	Verma_TET1_macs2_peak_8642	140831	45857614	45879122	21509	+	0	overlapStart	0	ZSWIM3
4410	chr20	45934233	45934972	740	*	130	5.7402	17.4049	13.0172	Verma_TET1_macs2_peak_8644	63935	45934683	45948023	13341	+	0	overlapStart	0	PCIF1
4411	chr20	45971709	45972465	757	*	172	8.4917	21.9049	17.2922	Verma_TET1_macs2_peak_8645	63925	45948660	45972203	23544	-	0	overlapStart	0	ZNF335
4412	chr20	46021701	46021883	183	*	21	3.39261	5.0508	2.14825	Verma_TET1_macs2_peak_8646	109729184	46013500	46022073	8574	-	0	inside	189	SLC12A5-AS1
4413	chr20	46021701	46021883	183	*	21	3.39261	5.0508	2.14825	Verma_TET1_macs2_peak_8646	57468	46021690	46060152	38463	+	0	inside	10	SLC12A5
4414	chr20	46022004	46022343	340	*	78	6.3491	11.8138	7.80563	Verma_TET1_macs2_peak_8647	109729184	46013500	46022073	8574	-	0	overlapStart	0	SLC12A5-AS1
4415	chr20	46022004	46022343	340	*	78	6.3491	11.8138	7.80563	Verma_TET1_macs2_peak_8647	57468	46021690	46060152	38463	+	0	inside	313	SLC12A5
4416	chr20	46364131	46364499	369	*	32	4.06182	6.48646	3.24849	Verma_TET1_macs2_peak_8650	51006	46345980	46364458	18479	-	0	overlapStart	0	SLC35C2
4417	chr20	46513497	46513702	206	*	18	2.7881	4.59863	1.80084	Verma_TET1_macs2_peak_8652	55713	46499630	46513559	13930	-	0	overlapStart	0	ZNF334
4418	chr20	46684015	46684231	217	*	22	3.74533	5.20869	2.28148	Verma_TET1_macs2_peak_8653	64849	46557823	46684467	126645	-	0	inside	235	SLC13A3
4419	chr20	46684316	46684683	368	*	172	7.73038	21.8392	17.2286	Verma_TET1_macs2_peak_8654	64849	46557823	46684467	126645	-	0	overlapStart	0	SLC13A3
4420	chr20	46689306	46689563	258	*	58	4.10014	9.62693	5.87167	Verma_TET1_macs2_peak_8655	112858	46684365	46689444	5080	-	0	overlapStart	0	TP53RK
4421	chr20	47357131	47357347	217	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_8658	23613	47209214	47356889	147676	-	241	upstream	241	ZMYND8
4422	chr20	49046435	49046776	342	*	78	4.59216	11.8089	7.80366	Verma_TET1_macs2_peak_8661	102723483	49040463	49046168	5706	-	266	upstream	266	CSE1L-AS1
4423	chr20	49046435	49046776	342	*	78	4.59216	11.8089	7.80366	Verma_TET1_macs2_peak_8661	1434	49046246	49096960	50715	+	0	inside	188	CSE1L
4424	chr20	49278468	49278780	313	*	90	6.0023	13.1905	9.05799	Verma_TET1_macs2_peak_8662	26765	49278940	49279028	89	+	159	upstream	159	SNORD12C
4425	chr20	49278468	49278780	313	*	90	6.0023	13.1905	9.05799	Verma_TET1_macs2_peak_8662	441951	49278178	49299600	21423	+	0	inside	289	ZFAS1
4426	chr20	49278468	49278780	313	*	90	6.0023	13.1905	9.05799	Verma_TET1_macs2_peak_8662	57169	49237946	49278426	40481	-	41	upstream	41	ZNFX1
4427	chr20	49713196	49713593	398	*	52	4.93221	8.94481	5.28701	Verma_TET1_macs2_peak_8664	9334	49632945	49713878	80934	-	0	inside	284	B4GALT5
4428	chr20	49812681	49812914	234	*	92	7.03934	13.4104	9.26132	Verma_TET1_macs2_peak_8665	23315	49812713	49892242	79530	+	0	overlapStart	0	SLC9A8
4429	chr20	49813045	49813225	181	*	29	4.28018	6.06797	2.94108	Verma_TET1_macs2_peak_8666	23315	49812713	49892242	79530	+	0	inside	331	SLC9A8
4430	chr20	49915431	49915744	314	*	44	4.22307	7.89878	4.41187	Verma_TET1_macs2_peak_8667	9825	49903391	49915529	12139	-	0	overlapStart	0	SPATA2
4431	chr20	50153032	50153517	486	*	44	4.9205	7.96055	4.47161	Verma_TET1_macs2_peak_8671	387521	50118254	50153734	35481	-	0	inside	216	PEDS1
4432	chr20	50153032	50153517	486	*	44	4.9205	7.96055	4.47161	Verma_TET1_macs2_peak_8671	387522	50081124	50153637	72514	-	0	inside	119	PEDS1-UBE2V1
4433	chr20	50190274	50190517	244	*	61	5.72601	9.98955	6.19086	Verma_TET1_macs2_peak_8673	1051	50190830	50192668	1839	+	312	upstream	312	CEBPB
4434	chr20	50509998	50510404	407	*	135	6.43095	17.9093	13.5022	Verma_TET1_macs2_peak_8674	5770	50510321	50585241	74921	+	0	overlapStart	0	PTPN1
4435	chr20	50730886	50731396	511	*	67	4.52	10.6712	6.78483	Verma_TET1_macs2_peak_8676	84612	50731580	50756795	25216	+	183	upstream	183	PARD6B
4436	chr20	50931381	50931968	588	*	185	8.612	23.2125	18.5383	Verma_TET1_macs2_peak_8677	101927631	50930984	50945148	14165	+	0	inside	396	ADNP-AS1
4437	chr20	50931381	50931968	588	*	185	8.612	23.2125	18.5383	Verma_TET1_macs2_peak_8677	23394	50888916	50931437	42522	-	0	overlapStart	0	ADNP
4438	chr20	51767974	51768159	186	*	25	3.82058	5.56598	2.52887	Verma_TET1_macs2_peak_8679	10079	51596514	51768390	171877	-	0	inside	230	ATP9A
4439	chr20	54207864	54208212	349	*	26	3.11611	5.73379	2.66695	Verma_TET1_macs2_peak_8691	5203	54208087	54228052	19966	+	0	overlapStart	0	PFDN4
4440	chr20	56392044	56392287	244	*	21	3.39261	5.0508	2.14825	Verma_TET1_macs2_peak_8694	1477	56392371	56406362	13992	+	83	upstream	83	CSTF1
4441	chr20	56392044	56392287	244	*	21	3.39261	5.0508	2.14825	Verma_TET1_macs2_peak_8694	6790	56369389	56392337	22949	-	0	inside	49	AURKA
4442	chr20	56629535	56630312	778	*	73	6.2668	11.2791	7.33417	Verma_TET1_macs2_peak_8695	7022	56629306	56639283	9978	+	0	inside	228	TFAP2C
4443	chr20	58650483	58650720	238	*	38	4.84216	7.23348	3.86913	Verma_TET1_macs2_peak_8703	100534593	58651272	58715410	64139	+	551	upstream	551	STX16-NPEPL1
4444	chr20	58650483	58650720	238	*	38	4.84216	7.23348	3.86913	Verma_TET1_macs2_peak_8703	8675	58651253	58679526	28274	+	532	upstream	532	STX16
4445	chr20	58650854	58651204	351	*	33	3.62567	6.66034	3.3896	Verma_TET1_macs2_peak_8704	100534593	58651272	58715410	64139	+	67	upstream	67	STX16-NPEPL1
4446	chr20	58650854	58651204	351	*	33	3.62567	6.66034	3.3896	Verma_TET1_macs2_peak_8704	8675	58651253	58679526	28274	+	48	upstream	48	STX16
4447	chr20	58850555	58850784	230	*	24	3.41046	5.52159	2.49402	Verma_TET1_macs2_peak_8705	149775	58818919	58850903	31985	-	0	inside	118	GNAS-AS1
4448	chr20	58851453	58851644	192	*	26	3.65358	5.75178	2.66695	Verma_TET1_macs2_peak_8706	149775	58818919	58850903	31985	-	549	upstream	549	GNAS-AS1
4449	chr20	58851763	58852094	332	*	30	3.63782	6.20097	3.03359	Verma_TET1_macs2_peak_8707	149775	58818919	58850903	31985	-	859	upstream	859	GNAS-AS1
4450	chr20	59940090	59940312	223	*	43	4.50872	7.85664	4.37195	Verma_TET1_macs2_peak_8711	5509	59936663	59940305	3643	-	0	overlapStart	0	PPP1R3D
4451	chr20	62302067	62302439	373	*	44	4.41041	7.97251	4.48123	Verma_TET1_macs2_peak_8718	11047	62302093	62308862	6770	+	0	overlapStart	0	ADRM1
4452	chr20	62407424	62407674	251	*	109	6.40645	15.259	10.9842	Verma_TET1_macs2_peak_8720	81928	62388632	62407285	18654	-	138	upstream	138	CABLES2
4453	chr20	62708975	62709210	236	*	26	3.22141	5.77219	2.68635	Verma_TET1_macs2_peak_8721	4923	62708836	62762771	53936	+	0	inside	138	NTSR1
4454	chr20	62816581	62816830	250	*	38	4.17305	7.23447	3.86913	Verma_TET1_macs2_peak_8723	1299	62816244	62841159	24916	+	0	inside	336	COL9A3
4455	chr20	62937784	62938091	308	*	165	8.91468	21.1241	16.5502	Verma_TET1_macs2_peak_8726	11083	62877738	62937952	60215	-	0	overlapStart	0	DIDO1
4456	chr20	62937784	62938091	308	*	165	8.91468	21.1241	16.5502	Verma_TET1_macs2_peak_8726	54994	62938147	62948475	10329	+	55	upstream	55	GID8
4457	chr20	63177854	63178091	238	*	77	5.13908	11.7659	7.76207	Verma_TET1_macs2_peak_8727	406909	63178500	63178586	87	+	408	upstream	408	MIR124-3
4458	chr20	63216291	63216601	311	*	14	2.712	4.10042	1.49021	Verma_TET1_macs2_peak_8728	54915	63195429	63216139	20711	-	151	upstream	151	YTHDF1
4459	chr20	63253432	63253706	275	*	63	5.05502	10.1893	6.37569	Verma_TET1_macs2_peak_8729	100192386	63253978	63261615	7638	+	271	upstream	271	FLJ16779
